text_procesado,label
n't especially tough grader give charitable b-minus emperor 's club .,1
"romantic thriller steeped atmosphere wartime england , ably capture speech pattern , moral code ideal 1940s .",1
"divine secret ya-ya sisterhood may exactly divine , 's definitely -- defiantly -- ya ya , terrific song spirited performance .",1
"viewed term , treasure planet better-than-average family entertainment , true fan stevenson 's novel likely prefer disney 's faithful 1950 live-action swashbuckling classic .",1
"journey memory , celebration living , sobering rumination fatality , classism , ignorance .",1
resourceful ingenious entertainment .,1
"`` antwone fisher `` earnest , by-the-numbers effort washington . wo n't rock boat solid meat-and-potatoes filmmaking .",1
historical epic courage conviction scope detail .,1
"need [ moore 's ] noisy , cocky energy , passion class consciousness ; need shtick , need stone .",1
"although editing might tighter , hush ! sympathetically capture often futile lifestyle young people modern japan .",1
"[ gai ] come closer actress remember personifying independence purest , yes , intimidating form .",1
"life worth watching , path worth following .",1
"'s rather like lifetime special -- pleasant , sweet forgettable .",1
moody horror/thriller elevated deft staging director 's well-known narrative gamesmanship .,1
"singular character study , 's perfect . 's also year 's sweetest movie .",1
"graceful , contemplative film gradually artfully draw u world personal political get fatally intertwined .",1
"aggressively impressive american counterpart , `` bedroom , `` moretti 's film make , quieter observation",1
experience watching blobby old-school cgi animation superlarge format surreal enough diverting .,1
time changer may memorable cinema session profound self-evaluation message fragile existence absence spiritual guidance least invade abundance mindset,1
"`` emperor 's new clothes `` begin simple plan . . . . well , least 's plan .",1
haynes fanatically fetishized every bizarre old-movie idiosyncrasy monastic devotion 're sure applaud look committed .,1
"[ director peter ] jackson crew steeped majesty tolkien 's writing every frame produce new joy , whether 're fan book .",1
"glass slipper n't quite fit , pumpkin definitely unique modern fairytale .",1
drama played aching beauty truth brings tear eye .,1
"exciting involving rock music doc , smart satisfying look inside tumultuous world .",1
"offbeat , sometimes gross surprisingly appealing animated film true meaning holiday .",1
version incarnates prophetic book way even exacting author might admire .,1
"sometimes , nothing satisfies like old-fashioned swashbuckling . regard , guard delivers .",1
". . . ambition short supply cinema , egoyan tackle theme explores character ' crisis seriousness compassion .",1
"impossible romance , root patronized iranian lad .",1
"like dickens passage , mcgrath craft quite moving scene throughout resolutely dramatic variation novel .",1
"'s disreputable air whole thing , 's make irresistible .",1
"exceedingly clever piece cinema . another great what n't see ' much terrifying see thriller , coupled arresting effect , incandescent tone stupendous performance",1
carefully structured scream consciousness tortured unsettling -- unquestionably alive .,1
quietly reflective melancholy new zealand film eventful summer 13-year-old girl 's life .,1
"cute , funny , heartwarming digitally animated feature film plenty slapstick humor kid , lot in-joke adult heart enough everyone .",1
"solid , watchable first feature director peter sheridan",1
budget affair expose generally sad existence bedouin providing precious twinkle insight life .,1
"suggests wide-ranging effect medium manipulation , kind reporting done supposedly liberal medium . . . intimate ultimately tragic heartache maverick individual like hatfield hick .",1
"workmanlike , maybe , still film element made three great , scary time movie .",1
pleasant enough comedy found summer place .,1
"branagh , forceful non-shakespeare screen performance , ground even softest moment angry revolt wit .",1
"though violence far less sadistic usual , film typical miike : fast , furious full off-the-cuff imaginative flourish .",1
"compelling exotic , fast runner plot rival shakespeare intrigue , treachery murder .",1
lack originality make intelligence b-grade stylishness .,1
warm presence zhao benshan make preposterous lying hero something reasonably .,1
"powerful set evidence 'll ever find art matter , resonate far beyond museum wall painfully marginal life .",1
director rob marshall went gunning make great one .,1
skip work see first opportunity .,1
bow 's best moment 's getting busy basketball court 's really score .,1
offer enough playful fun entertain preschool set embracing wholesome attitude .,1
"end , punch-drunk love one film wanted like much actually . sometimes , 's enough .",1
"intimate , good-humored ethnic comedy like numerous others cut deeper expected .",1
ice cube hold film together engaging warm performance . . .,1
deeply weird charmingly dear .,1
"blunt depicting child abuse , el bola movie steeped ambiguity lends conflict symbolic resonance .",1
"despite story predictable enough make sound music play like nail-biting thriller , heart much right place difficult get really peeved .",1
's masterpiece .,1
"incredibly low-rent danish film , brings group people together sweet charming way , little convenient",1
"'s cinematic equivalent good page-turner , even 's nonsense , claw dig surprisingly deep .",1
director nalin pan n't much weigh argument one way . simply present point view ayurveda work . question .,1
`` empire `` lack depth make heart .,1
claude miller air tight plot easy pace focus character drama crime-film complication .,1
"full frontal lack thematic coherence largely make loosey-goosey , experimental entertainment . still , 'm quite sure point",1
"rich detail , gorgeously shot beautifully acted , le destinees , quiet , epic way , daring , inventive refreshingly unusual .",1
"( ) hollywood sheen bedevils film beginning . . . ( ) lohman 's moist , deeply emotional eye shine bogus veneer . . .",1
really need 77-minute film tell u exactly romantic relationship 15-year-old boy 40-year-old woman n't work ?,1
ford deserves remembered oscar time crafting wonderful portrait conflicted soldier .,1
"film 's 45-minute running time stop shy overkill , though viewer may exhausted athlete onscreen .",1
n't expect surprise checklist teamwork cliche . . .,1
"adapted kevin molony simon ley ' novel `` death napoleon `` directed alan taylor , napoleon 's journey interesting parisian rebirth stillborn",1
"movie address hungry need pg-rated , nonthreatening family movie , n't go much .",1
"warm gentle romantic comedy enough interesting character fill several movie , ample charm win hard-hearted cynic .",1
yarn respect marvel version without becoming ensnared .,1
happy throwback time cartoon cinema 's idiosyncratic form instead one predictable .,1
"complex , affecting uniquely almodóvar , film evokes strong emotion push viewer question deepest notion moral right wrong .",1
good ol ' urban legend stuff .,1
"much movie picture book big screen . n't favorite series , still enjoyed enough recommend .",1
's one honest film ever made hollywood .,1
"film people walking halfway , encourage others stand applaud , , undoubtedly , leave camp engaged ferocious debate year come .",1
"cinematic term , successfully showcase passion director novelist byatt .",1
"light , silly , photographed colour depth , rather good time .",1
pray 's film work well appeal even n't familiar turntablism .,1
troubling powerful .,1
"good movie . good actress . expect light romantic comedy , good gosh , shocked .",1
"courage wonder big question sincerity devotion . risk seeming slow pretentious , think gamble worth promise .",1
"youthful high spirit , tautou remains captivating throughout michele 's religious romantic quest , backed likable cast .",1
"'s example sophisticated , challenging filmmaking stand , despite noticeable lack emotional heft , welcome contrast indulgent dead-end experimentation director 's previous full frontal .",1
funny look another culture handle process courting marriage .,1
tongue-in-cheek preposterousness always part part wilde 's droll whimsy help `` earnest `` overcome weakness parker 's creative interference . . .,1
much movie 's charm lie utter cuteness stuart margolo . computer-animated face expressive .,1
"path ice age follows closely , though , one established warner bros . giant chuck jones , died matter week movie 's release .",1
"anchored terrific performance abbass , satin rouge show idea woman 's self-actualization know continental divide .",1
"awkward sincere , ultimately , win .",1
"smith profile five extraordinary american home , owner seem fully aware us abuse fame , 's pleasure enjoy eccentricity .",1
"though plot predictable , movie never feel formulaic , attention nuance emotional development delicate character .",1
"sam jones became lucky filmmaker day wilco got dropped record label , proving one man 's ruin may another 's fortune .",1
"goyer 's screenplay direction thankfully understated , drawn excellent performance cast .",1
binoche magimel perfect role .,1
"leading lady couple screen-eating dominatrix like goldie hawn susan sarandon raunchy best , even hokum go easily .",1
"undercover brother definitely one mass , 's also full sharp , smart satire .",1
get skin man lost wife .,1
may `` last tango paris `` . . .,1
wonder 're talking `` talk . `` 's astonishing .,1
"seriousness , high literary aspiration stunning acting , film applauded .",1
"look , terrific flick replete dazzling camera-work , dancing music .",1
inspirational characterizing people diverse culture share human spiritual need .,1
's fairly self-aware dumbness .,1
"triumph , relentless beautiful downbeat darkness .",1
tailored entertain !,1
"compelling , moving film respect audience source material .",1
plot full twist upon knot . . . nonstop parade mock-tarantino scuzbag type start clever veers overkill .,1
work astonishing delicacy force .,1
"film benefit greatly less manic tone predecessor , cho appears settled comfortably skin .",1
"first time several year , mr . allen surpassed magic 's spun hollywood empress m . leoni 's ellie .",1
"n't quite equal woo 's best earlier work , 's easily finest american film . . . come close recapturing brilliance hong kong film .",1
"film hinge performance , lead task .",1
"intelligent , earnest , intimate film drop ball pause blunt exposition make sure 're getting metaphysical point .",1
modest pleasure accomplishes goal ease confidence .,1
"breezy , diverting , conventional , well-acted tale two men locked ongoing game cat-and-cat .",1
jackson accomplished amazing technical level .,1
"teen movie go , `` orange county `` refreshing change",1
"make & seem romantic , maggie gyllenhaal delight .",1
"deliciously mordant , bitter black comedy .",1
"although life something like much mold feel-good movie , cast director stephen herek 's polished direction pour delightfully piquant wine aged bottle .",1
"risky , intelligent , romantic rapturous start finish .",1
movie stick much closer hornby 's drop-dead confessional tone film version high fidelity .,1
"pleasant ramble sort idoosyncratic terrain errol morris often dealt . . . possess loose , lackadaisical charm .",1
". . . spiced humor ( ' speak fluent flatula , ' advises denlopp rather , er , bubbly exchange alien deckhand ) witty updating ( silver 's parrot replaced morph , cute alien creature mimic everyone everything around )",1
"raw disturbing tale took five year make , trio 's absorbing narrative heart-wrenching showcase indeed .",1
beautiful haunting examination story tell make sense mundane horror world .,1
"aside funniest movie year , simone , andrew niccol 's brilliant anti-hollywood satire , wickedly eccentric enchantment .",1
watstein handily directs edits around screenplay 's sappier element . . . sustains hook 's buildup remarkable assuredness first-timer .,1
another fish-out-of-water story barely stay afloat .,1
"'s energy tu mamá también . much come brave , uninhibited performance lead actor .",1
's kind pigeonhole-resisting romp hollywood rarely provides .,1
"reinforces often forgotten fact world 's remarkably varying human population mindset , capacity heal using creative , natural ancient antidote .",1
"feel heat ignites gripping tale , humor humanity root feeling .",1
"'s hard seduced [ witherspoon 's ] charisma , even run-of-the-mill vehicle , girl know drive max .",1
movie 11-year-old boy sport dream preteen girl worship lil ' bow wow .,1
refreshingly authentic coming-of-age tale .,1
"'re pokemon franchise , fourth animated movie four year wo n't convert -- even keep eye open . fan fun meeting brand-new pokemon called celebi .",1
"big giant title opening credit elmer bernstein 's perfectly melodic score , haynes get everything right .",1
"whether seen 10-inch television screen local multiplex , edge-of-your-seat , educational antic steve irwin priceless entertainment .",1
shambling charm . . . cheerfully inconsequential diversion .,1
ferrara directs entire film kind detachment make given frame look like family 's custom-made christmas card .,1
"movie lot dancing fabulous music . slow repetitive part , enough spice keep interesting .",1
incredibly clever superbly paced caper filled scam within scam within scam .,1
"'s much adaptation nick hornby novel charm -- effortless , pleasurable , featherweight charm .",1
"belated nod neglected all-stars , standing shadow motown cultural history best kind : informative , revealing richly entertaining .",1
"even ride 's little bumpy , final lap 's suspiciously smooth , got ta give director roger michell , best known superfluous notting hill , credit trying .",1
"distinctive even humorous need stand , clearly made affection care .",1
carion 's debut feature script direction hum confidence many spend entire career trying reach .,1
"intelligent , moving invigorating film .",1
ofrece una buena oportunidad de cultura ( aunque sea condensada ) que bien vale la pena aprovechar .,1
. . . one ingenious entertaining thriller 've seen quite long time .,1
clever blend fact fiction .,1
vivid cinematic portrait .,1
"hilarious , touching wonderfully dyspeptic .",1
"e divertida , visualmente espectacular muy entretenida . simple sencillamente te sorprenderá .",1
"simple heart-warming story , full mirth charm cynical .",1
film enjoyable family film -- pretty much aimed youngster love horse .,1
frisky fresh romantic comedy exporing sexual politics challenge friendship woman .,1
"'s good film -- classic , odd , entertaining authentic .",1
"flavorful romantic , could call martha got groove back -- assuming , , ever one begin .",1
happily mr . chin -- though unhappily subject -- invisible hand marketplace wrote script human screenwriter could hoped match .,1
thurman lewis hilarious throughout .,1
plot amusingly contrived outlandish coincidence one could ever mistake anything resembling reality,1
hit one park 'they n't make 'em like anymore ' department .,1
"dare little different , shading make worthwhile .",1
[ fessenden ] much ambiguity creating mood screen thrill,1
"comic performance spot , especially lee ross 's turn ken .",1
compelling journey . . . `` best friend remembers `` finest special .,1
"nearly three hour , whole safe conduct less sum part .",1
"hour make examine life much way character , experience profound . hour movie supposed . . .",1
"bold subversive film cut across grain popular powerful high-tech age , speaking truth spellbinding imagery entrancing music philip glass .",1
"pretty darn good , despite smarty-pants aura .",1
"young , smart , talent , wise * * * .",1
woo 's fight distinct flair . warrior collide balletic explosion implies underlying order throughout chaos .,1
"barney created tour de force weird , wacky wonderful .",1
"ending leave unfulfilled , performance enjoy memorable ensemble piece .",1
. . . agreeable time-wasting device -- george pal 's low-tech 1960 version still rule epoch .,1
"'s brave attempt tap heartbeat world , salute universal language rhythm zippy sampling sound .",1
"offer unusual opportunity observe inequity death penalty , inherent immorality also haphazard administration public misperception whole thing work .",1
n't think 've entranced appalled asian film since shinya tsukamoto 's iron man .,1
refreshing see robin williams turn 180 degree string insultingly innocuous sappy fiasco 's making last several year .,1
"director benoit jacquot , making first opera-to-film translation tosca , conveys heaving passion puccini 's famous love-jealousy- murder-suicide fandango great cinematic innovation .",1
"lilia 's transformation strict mother sensual siren superficially preposterous , abbas infuses role unimpeachable core emotional truth .",1
frida 's artistic brilliance undeniable -- 's among breathtakingly designed film 've ever seen .,1
perfect film like sick comedy snide .,1
"'charly ' divide audience two separate group , reaching tissue begging mercy . . .",1
"nervy sensitive , tap genuine artistic befuddlement , time present scathing indictment drive hollywood .",1
marvellous journey childhood idealism adolescent self-absorption .,1
"film big , gorgeous , mind-blowing , breath-taking mess .",1
"sharp , lively , funny ultimately sobering film .",1
"though film 's scenario certainly earthshaking , depiction fluctuating female sexuality two winning lead performance charm spare .",1
worthy tribute great humanitarian vibrant 'co-stars . ',1
"recent favourite sundance , white-trash satire inspire affection even unlucky people never owned cassette def leppard 's pyromania .",1
recording session part film enlightening -- appreciative depends level fandom .,1
"occasionally funny consistently odd , work reasonably well star vehicle zhao .",1
"bright seems alternately amused disgusted material , ca n't help throwing touch .",1
"3d image enhance film 's otherworldly quality , giving strange combo you-are-there closeness disorienting unreality seemingly broken-down fourth wall movie screen .",1
"andersson creates world 's surreal disturbingly familiar ; absurd , yet tremendously sad .",1
"'s predictable , jump expected hoop style even depth .",1
"often hilarious , well-shot , importantly , entertaining , hell house fascinating document event seen believed .",1
"de oliveira creates emotionally rich , poetically plump visually fulsome , never showy , film whose bittersweet theme reinforced brilliantly personified michel piccoli .",1
. . . inviting piece film .,1
"film 's real appeal wo n't clooney fan adventure buff , moviegoer enjoy thinking compelling question easy answer .",1
fact rookie nearly impeccable cinematic experience -- wonderful all-ages triumph besides -- miracle akin story film portrays .,1
deviant topical comedy funny start finish .,1
startling fresh examination bike still remains ambiguous icon chinese society .,1
"highly intriguing thriller , coupled ingenious plot device lavishly built setting . . 's worthwhile tutorial quantum physic slash-dash",1
"hugh grant say repeatedly throughout movie , 'lovely ! brilliant ! '",1
"cho 's fearless picking apart human foible , afraid lay life bare front audience . delivery timing flawless .",1
"work , part , avoids stupid cliche formulaic pothole befall brother .",1
"best , good girl refreshingly adult take adultery . . .",1
amazing incendiary movie dive straight rough water contradiction .,1
nowhere kid appropriated turf found become self-made celebrity athlete -- low-down version american dream .,1
"occasionally , course reviewing art-house obscurity slam-bam action flick , jaded critic smack something truly new .",1
"miniscule little bleep film radar , one many people check",1
"desta vez , columbus capturou pomo de ouro .",1
"`` 13 conversation `` hold goodwill close , relatively slow come point .",1
"slick , well-oiled machine , exquisitely polished upholstered .",1
"n't plan perfect ending , sweet home alabama hit mark critic escaped small town life .",1
subtle way getting skin sticking long 's .,1
movie stay afloat thanks hallucinatory production design .,1
"help central performer experienced actor , know role well .",1
"provocative movie loss , anger , greed , jealousy , sickness love .",1
worth effort watch .,1
rara avis : intelligent romantic comedy actual idea mind .,1
boisterous daft documentary .,1
hawke draw best large cast beautifully articulated portrayal subtle expressive sustain poetic flight burdette 's dialogue .,1
"work utmost subtlety perception , mark outstanding feature debut writer-director eric byler , understands power implicit virtue simplicity economy .",1
full frontal antidote soderbergh fan think 's gone commercial since two oscar nominated film 2000,1
"turn cut norm , thanks clever writing sprightly acting .",1
"might want hang samantha , 'll probably see bit unfinished story .",1
"work intricate elegance , literary lyricism profound common sense .",1
's close 'll ever come looking photographer 's viewfinder work .,1
"thoughtful , provocative entertaining .",1
"witty , touching well paced .",1
lee jeong-hyang tell lovingly film beautifully could n't help captivated .,1
"pay attention follow story , 're interesting . movie well shot tragic , one ponder credit roll .",1
enjoy ; hate later .,1
map inner rhythm love jealousy sacrifice drawn master 's steady stroke .,1
"más sarcástica , divertida demencial que su predecesora , e un buen ejemplo de lo que e el cine de entretenimiento puro sin complejos .",1
psychological thriller smart script obsessive-compulsive 's attention detail .,1
often hilarious .,1
"grant get display cadness perfection , also show acting range may surprise thought light-hearted comedy forte .",1
"time funny time candidly revealing , 's intriguing look two performer put love .",1
westfeldt juergensen exude chemistry comfort level 's saucy endearing .,1
"harsh , effective documentary life israeli-occupied palestinian territory .",1
"film little lit crit 101 , 's extremely well played often funny .",1
"earns laugh stock redneck 'types ' many , many moment recognize even without elizabethan prose , play behind thing .",1
"real story real people living life concerned future elderly , mentally handicapped family member .",1
's absolutely spooky lillard channel shagster right original casey kasem-furnished voice .,1
dream cast solid female talent build seamless ensemble . n't weak careless performance amongst .,1
"smart science fiction grown-ups , false step along way .",1
's refreshing change self-interest paranoia shape american representation castro .,1
often moving explores discomfort inherent contact american 'hosts ' 'guests . ',1
"though controversial korean filmmaker 's latest effort taste , offer gorgeous imagery , effective performance , increasingly unsettling sense foreboding .",1
"lathan diggs considerable personal charm , screen rapport make old story seem new .",1
"story may new , australian director john polson , making american feature debut , jazz adroitly .",1
"'s endearing hear madame . refer husband 'jackie ' -- make excellent company , least self-conscious performer .",1
film often achieves mesmerizing poetry .,1
make mawkish posing offering rousing spate genuine feeling .,1
's neither romantic thrilling . offer plenty ponder chew unusual relationship slowly unfolds .,1
"occasionally funny , always colorful enjoyably overblown traditional almodóvar style .",1
merchant effectively translates naipaul 's lively mix character page screen .,1
movie like tasty hors-d'oeuvre ; one feast .,1
"could become another cautionary fable allowed play clever , charming tale  pleasantly way self-dramatizing character .",1
davis filled cast appealing fresh face .,1
achieves sort filmic epiphany revel true potential medium .,1
get rhythm . . . movie becomes heady experience .,1
`` auto focus `` work unusual biopic document male swinger playboy era,1
"mr . zhang 's subject matter , degree least , quintessentially american , approach storytelling might called iranian .",1
fast-moving remarkable film appears destined become landmark japanese animation .,1
". . . sour little movie core ; exploration emptiness underlay relentless gaiety 1920 's . . . film 's ending `` ? `` feeling , like 1920 's , trip great deal fun .",1
worthy entry difficult genre .,1
[ broomfield ] uncovers story powerful enough leave screen sizzling intrigue .,1
eight crazy night showcase sandler 's many talent .,1
"sweet-natured reconsideration one san francisco 's vital , least widely recognized , creative fountainhead .",1
"one visually stunning thematically moving epic recent memory , spite numerous minor flaw , scorsese 's best decade .",1
everywhere camera look something worth seeing .,1
richly imagined admirably mature work gifted director definitely something mind .,1
"'s nicely detailed world pawn , bishop king , wager dingy backroom pristine forest .",1
"charming , quirky leisurely paced scottish comedy -- except outrageous central gimmick could reject monty python 's meaning life .",1
never fails engage u .,1
"direction , script , weaver 's performance vaguely discontented woman substance make mildly entertaining 77 minute , 's 're mood .",1
charming romantic comedy far lightest dogme film among enjoyable .,1
"kind movie used right home saturday matinee , still .",1
spark special anime magic unmistakable hard resist .,1
"like two predecessor , 1983 's koyaanisqatsi 1988 's powaqqatsi , cinematic collage naqoyqatsi could navel-gazing film ever .",1
"baran n't transporting gripping film iran -- , indeed , director -- 's worthy companion many fine , focused film emerging surprising nation .",1
visuals alone make metropolis worth seeing .,1
"dark , resonant , inventively detailed packed fleet turn plot feast visual amazement .",1
"picture extols virtue comradeship community spunky , spirited fashion .",1
"resonant tale racism , revenge retribution .",1
noyce 's film contemplative mournfully reflective .,1
", adrian lyne come close profundity likely get .",1
evokes little fear parent possible future child -- sometimes bad choice mother father make interest good .,1
uno de los policiales más interesantes de los últimos tiempos .,1
"rain small treasure , enveloping viewer literal spiritual torpor anything cathartic .",1
"elegant , exquisitely modulated psychological thriller .",1
"concoction , bizarre adult mind , actually charming triumph intended under-12 audience concerned .",1
"droll caper-comedy remake `` big deal madonna street `` 's sly , amusing , laugh-filled little gem ultimate `` bellini `` begin look like `` real kaputschnik . ``",1
's beautifully accomplished lyrical meditation bunch despondent vulnerable character living renown chelsea hotel . . .,1
total success ? . something true film addict want check ? bet .,1
"zany , exuberantly irreverent animated space adventure .",1
dolgin franco fashion fascinating portrait vietnamese-born youngster eagerly easily assimilated all-american girl brand new name southern tennessee .,1
disarming cornball atmosphere way infecting entire crowd film roll .,1
refreshingly honest ultimately touching tale sort people usually ignored contemporary american film . search .,1
"engrossing affecting , ultimately quite satisfying .",1
"story , like life , refuse simple , result compelling slice awkward emotion .",1
"sly game cat mouse 's intense thrilling time , occasionally stretch believability limit relies predictable plot contrivance .",1
"funny , time , poignant , film director george hickenlooper take place pasadena , `` city people still read . ``",1
horror-comedy n't go usual obvious laugh expense cheap-looking monster -- unless count elvira 's hooter .,1
"movie 's eventual success credited dennis quaid , fighting trim shape athlete well actor",1
bad journey .,1
sits uneasily horror picture . . . find surprising depth look bind small family .,1
"windtalker blow way , 's mistaking filmmaker tall grass , true .",1
"refreshing absence cynicism stuart little 2 -- quite rarity , even family film market . eventually , win .",1
noyce film shocking history lesson drama .,1
like south-of-the-border melrose place .,1
interest new singular sort film experience find time ? well worth time .,1
wildly funny prison caper .,1
"huppert give erika persona intriguing find staring hypnotically , trying understand wondering 'll crack .",1
"despite anyone belief goal maker , show . . . represents spectacular piece theater , 's denying talent creative force behind .",1
"'ll left sensation witnessed great performance , perhaps , give urge get foot shake .",1
"actor terrific conveying young angst , indeed feel .",1
reason picture work better predecessor myers longer simply spoofing mini-mod-madness '60s spy movie .,1
"kickass , dense sci-fi action thriller hybrid delivers . n't seen one long , wonder n't recognize first .",1
compelling portrait moral emptiness,1
"adobo , ethnicity spice , heart universal concern .",1
"ridiculous , course . . . also refreshing , disarming , outright enjoyable despite ridiculousness .",1
. . . blade ii enjoyable original .,1
film take inside rhythm subject : experience watch .,1
movie exists soccer action fine acting .,1
movie saved unbearable lightness simplicity storytelling authenticity performance .,1
film start competent unremarkable . . . gradually grows something considerable power .,1
"nothing denis made , like beau travil nenette et boni , could prepare u gory , perverted , sex-soaked riff cannibal genre .",1
"reinforces talent screenwriter charlie kaufman , creator adaptation john malkovich .",1
"greene delivers typically solid performance role bit departure noble character played past , matched schweig , carry film broad , handsome shoulder .",1
"find way tell simple story , perhaps simplest story , way seems compelling even original .",1
"stunning piece visual poetry , hopefully , remembered one important story told australia 's film history .",1
art paying homage art .,1
". . . joke flaky resonant , lightweight bizarrely original .",1
invincible wonderful movie .,1
". . . cute sometimes side-splittingly funny blend legally blonde drop dead gorgeous , starring piper perabo could breakthrough role .",1
"dazzling sugar-sweet , blast shallow magnificence sex , scandal , chorus line dangerous damsel deliver .",1
occasionally amateurishly made winsome cast nice dialogue keep going .,1
japan 's premier stylist sex blood hit audience may demented film date .,1
"culkin , 's virtually every scene , shine young man us sarcastic lie like shield .",1
cut right b . . giving big middle-fingered `` shut `` talk nothing two guy beating hell outta one another .,1
am-radio soundtrack game cast -- tierney inimitable walken especially -- keep unusual comedy choking conceit .,1
". . . fine job engulfing world allying character ' choice , good ill , shortcoming remembered afterthought .",1
"marvelous , merry , yes , melancholy film .",1
"spiritual rebirth bruising defeat , vincent 's odyssey resonates profound way , comparable classic film jean renoir .",1
"novak manages capture cruelly hilarious vein black comedy situation cast non-actors gritty , no-budget approach .",1
"insomnia involving . still , thought could .",1
time second round see subtlety ramsay 's portrait grief .,1
"see wheel turning , might resent sometimes , still nice little picture , made bright friendly soul lot good cheer .",1
"comprehensive provocative film -- one push boundary biography , challenge audience .",1
way coppola professes love movie -- colorful pop junk classic unequivocally qualify art -- giddily entertaining .,1
modest masterpiece .,1
worthwhile way spend two hour .,1
francophile snicker knowingly 'll want slap .,1
"sensitive , insightful beautifully rendered film . one best year .",1
"love film shine frame era recreated obvious affection , scored perfection tasty boogaloo beat .",1
"throwing caution wind invitation hedonist u , nair constructed motion picture way even cynical curmudgeon find smiling one time another .",1
make aborbing arguable case man 's greatness .,1
"endlessly fascinating , landmark movie bold anything cinema seen year .",1
". . . haunting vision , image seem like disturbing hallucination .",1
"crush car , throw window , electrocute dismember victim full consciousness . n't avert eye moment .",1
mass-market entertainment uncompromising attempt one artist think another .,1
"frailty n't gory explicit . child-centered , claustrophobic context , frightening disturbing -- even punishing .",1
"mix likeable personality , inventive photography cutting , wall-to-wall toe-tapping music paint picture subculture exhilarating , silly , perverse , hopeful always fun .",1
long-range appeal `` minority report `` transcend award bag . one age .,1
"[ ] superbly controlled , passionate adaptation graham greene 's 1955 novel .",1
much monkeyfun .,1
enchanting film present audacious tour past take within warm embrace bounty cultural artifact inside st . petersburg 's hermitage museum .,1
"[ hawn 's character ] bluntly written , without trace sentimentality , blisteringly defined , every character seems overlooked underwritten .",1
"heightened symmetry new/old cinema paradiso make film fuller experience , like old friend haunted exigency time .",1
"power team fashioned comedy laugh many , question . time 's mold gold .",1
"surprisingly sincere , average little story adorned awesome action photography surfing .",1
"far worst , thanks topical issue raise , performance stewart hardy , essential feature -- decent full-on space battle .",1
film portrait grace imperfect world .,1
pleasurably jacked-up piece action moviemaking .,1
"nicolas philibert observes life inside one-room schoolhouse northern france documentary , easily one best film year .",1
"perverse little truffle , dainty psychological terror outside creamy filling familial jealousy unrepentant domestic psychopathy .",1
"ecologically minded , wildlife friendly film teach good ethic entertaining unconventionally wacky loving family",1
enjoyably half-wit remake venerable italian comedy big deal madonna street .,1
"take never-ending confusion hatred , put human face , evokes shame among party even promotes understanding .",1
"reign fire may little another platter reheated alien , 's still pretty tasty .",1
"time rumor angel play like extended episode touched angel -- little much dancing , many weeping scene -- liked heart spirit .",1
"two hour melodramatic musical married two hour underdog sport intrigue , picture also share weakness genre , 's pity .",1
"cheery , down-to-earth film warm cozy feeling relaxing around old friend .",1
"thrilling , provocative darkly funny , timely sci-fi mystery work many different level invite , demand repeated viewing .",1
tale horror revenge nearly perfect relentless descent depth one man 's tortured soul .,1
epic grandeur scale 's decade gone popcorn pushing sound stage hollywood .,1
genuinely touching 's realistic kind love .,1
"lauren ambrose come alive attention two stranger town - honest performance realistic interaction character , coming-of-age story twist .",1
much puzzlement among critic election symbolizes . believe message messenger : agent woman .,1
"enjoyable film family , amusing cute adult kid .",1
`` mothman prophecy `` difficult film shake conscience night fall .,1
second chapter harry potter series even magical first simply best family film year .,1
"honest alzheimer 's disease , think , iris .",1
acting alone worth price admission .,1
excellent romp boast heart mind .,1
"interacting eyeball-to-eyeball toe-to-toe , hopkins norton winning combination -- fiennes steal 'red dragon ' right nose .",1
"terrific character study , probe life complex man .",1
impress open-endedness surprise .,1
"n't narrative film -- n't know 's possible make narrative film september 11th , though 'm sure try -- 's close anyone dared come .",1
"oh , invigorating , electric movie .",1
two lead chomp considerably scenery acting fire-breathing monster barbecue breath . . .,1
"cedar take open-minded approach sensitive material , showing impressive control , visually writing .",1
never predictable .,1
"biggie tupac single-mindedly daring , put far polished documentary shame .",1
"many documentary like presuppose religious bigotry zealous nuttiness antagonist , family fundamental display rare gift unflinching impartiality .",1
cast uniformly excellent relaxed .,1
"making several adaptation writer ' work , armenian-canadian director atom egoyan broached original treatment deeply personal subject .",1
"film painfully authentic , performance young player utterly convincing .",1
"seems like minor miracle septuagenarian star young enough nonagenarian filmmaker 's son , incredible still clear-eyed boldness quiet irony actor director take life 's urgent question .",1
candid often fascinating documentary pentecostal church dallas assembles elaborate haunted house year scare teenager attending service .,1
fan animated wildlife adventure show warthog heaven ; others need necessarily apply .,1
"without resorting hyperbole , state kissing jessica stein may best same-sex romance seen .",1
nolan bravely tread american film dare delve -- world ambivalence ambiguity . . .,1
"unlike nauseating fiction peddled 'have-yourself-a-happy-little-holocaust ' movie life beautiful jakob liar , grey zone honest enough deny possibility hope auschwitz .",1
potent allegorical love story .,1
even would like dismiss film outright find much mull debate .,1
"cool , slick stuff , ready quench thirst audience miss summer blockbuster .",1
"movie full fine performance , led josef bierbichler brecht monica bleibtreu helene weigel , wife .",1
captivating cross-cultural comedy manner .,1
"andy garcia enjoys one richest role year mick jagger give best movie performance since , well , performance .",1
"movie n't always easy look . indeed duty art reflect life , leigh created masterful piece artistry right .",1
"'s [ ricci 's ] best work yet , girl-woman sincerely belief thwart world 's misery blind good .",1
